store_name,address,city,province,postal_code,country,website,email_primary,email_secondary,email_quality,facebook,instagram,tiktok,youtube,twitter,neighborhood
Three Dog Bakery - Main,4348 Main St,Vancouver,BC,V5V 3P9,Canada,https://www.yellowpages.ca/search/si/1/Bakeries/Vancouver+BC,,,,https://facebook.com/yellowpagesca,https://instagram.com/yellowpages_ca,,,,
Three Dog Bakery,201 Morrissey Rd,Port Moody,BC,V3H 0E5,Canada,http://threedogportmoody.com/,info@threedogportmoody.com,,high,https://facebook.com/threedogbakeryportmoody,https://instagram.com/threedogpmoody,,,https://twitter.com/threedogpmoody,
Tisol Pet Nutrition & Supply - Gilley,7117 Gilley Ave,Burnaby,BC,V5J 4W9,Canada,https://store.petvalu.ca/location/7101/,customercare@petvalu.com,,high,https://facebook.com/petvalu,https://instagram.com/petvalu,https://tiktok.com/petvalu,https://youtube.com/petvalu,,
Tisol Pet Nutrition & Supply - Main St,2949 Main St,Vancouver,BC,V5T 3G4,Canada,https://store.petvalu.ca/location/7104/,customercare@petvalu.com,,high,https://facebook.com/petvalu,https://instagram.com/petvalu,https://tiktok.com/petvalu,https://youtube.com/petvalu,,
Tisol Pet Nutrition & Supply - Grandview,3033 Grandview Hwy,Vancouver,BC,V5M 2E4,Canada,https://store.petvalu.ca/location/7103/,customercare@petvalu.com,,high,https://facebook.com/petvalu,https://instagram.com/petvalu,https://tiktok.com/petvalu,https://youtube.com/petvalu,,
Tisol Pet Nutrition & Supply - Arbutus,2738 Arbutus St,Vancouver,BC,V6J 3Y6,Canada,https://tisol.ca/,customerservice@petvalu.com,,high,https://facebook.com/petvalu,https://instagram.com/petvalu,,https://youtube.com/watch,,
Tisol Pet Nutrition & Supply - Langley,20645 Langley Byp,Langley,BC,V3A,Canada,https://store.petvalu.ca/location/7109/,customercare@petvalu.com,,high,https://facebook.com/petvalu,https://instagram.com/petvalu,https://tiktok.com/petvalu,https://youtube.com/petvalu,,
Tisol Pet Nutrition & Supply - Market Crossing,7370 Market Xing,Burnaby,BC,V5J 0A2,Canada,https://www.slobbers.ca/locations/,greybruceraw@rogers.com,,high,,,,,https://twitter.com/#!,
Tisol Pet Nutrition & Supply - South Surrey,3010 152 St,Surrey,BC,V4P 3N7,Canada,https://store.petvalu.ca/location/7108/,customercare@petvalu.com,,high,https://facebook.com/petvalu,https://instagram.com/petvalu,https://tiktok.com/petvalu,https://youtube.com/petvalu,,
Tisol Pet Nutrition & Supply - Richlea Square,10151 No 3 Rd,Richmond,BC,V7A 4R6,Canada,https://store.petvalu.ca/location/7107/,customercare@petvalu.com,,high,https://facebook.com/petvalu,https://instagram.com/petvalu,https://tiktok.com/petvalu,https://youtube.com/petvalu,,
Top Shelf Feeds Inc.,2800 Roberts Rd,Duncan,BC,V9L 6W3,Canada,https://www.roomies.ca/rooms/duncan-british-columbia,,,,https://facebook.com/roomiescom,https://instagram.com/roomies_com,,,,
True Blue Natural Pet Foods,410 Island Hwy N,Nanaimo,BC,,Canada,https://frommfamily.com/r/9466,,,,https://facebook.com/frommfamily,https://instagram.com/frommfamily,,,https://twitter.com/frommfamily,
U-Pet Wellness,4220 110 St NW,Edmonton,AB,T6J 2T5,Canada,https://ca.nextdoor.com/pages/u-pet-wellness-edmonton-alberta/,,,,,,,,,
Unleashed Inc.,2715 14 St SW,Calgary,AB,T2T 3V2,Canada,https://www.unleasheddogs.net/,,,,https://facebook.com/unleashed-inc-422255297792313,https://instagram.com/unleasheddogyyc,,,https://twitter.com/unleasheddogyyc,
Uptown Dawg,2615 Murray St,Port Moody,BC,V3H 1X1,Canada,https://opengovca.com/place/ChIJLXVAAeJ4hlQRcA_9llWszkw,,,,,,,,,
Urban Paws,1183 Midland Ave,Kingston,ON,K7P 2X8,Canada,https://frommfamily.com/r/9046,,,,https://facebook.com/frommfamily,https://instagram.com/frommfamily,,,https://twitter.com/frommfamily,
Valley Feed Bag - Abbotsford,2604 Ware St,Abbotsford,BC,V2S 3E5,Canada,https://www.fyple.ca/company/valley-feed-bag-inc-the-3g9jspc/,,,,https://facebook.com/fyple-canada-226717404467637,,,,,
Van Pet - Yaletown,1065 Hamilton St,Vancouver,BC,V6B 5T4,Canada,https://connectedcity.com/business/van-pet-yaletown,,,,,,,,,
Van Pet Center - Burnaby,4111 Hastings St,Burnaby,BC,V5C 6T7,Canada,https://www.airbnb.ca/burnaby-canada/stays/family-friendly,2008_march@2x.jpg,2007_october@2x.jpg,high,https://facebook.com/airbnb,https://instagram.com/airbnb,,,https://twitter.com/airbnb,
Van Pet Lynn Valley,1277 Lynn Valley Rd,North Vancouver,BC,V7J 0A2,Canada,https://www.melmontgomery.com/showlisting/1009257/2623-Fromme-Road-Lynn-Valley-North-Vancouver/,your@email.com,,high,https://facebook.com/melmontgomeryrealestateprofessional,https://instagram.com/melmontgomeryrealtor,,https://youtube.com/uc4w2-mwplifhgoopmdatxhq,https://twitter.com/melmont,
Van Pet New West,800 McBride Blvd,New Westminster,BC,V3L 2B8,Canada,https://www.amblesideanimalhospital.com/,info@amblesideanimalhospital.com,,high,https://facebook.com/amblesideanimalhospital,https://instagram.com/amblesideanimalhospital,,,,
Village Pet Food & Supplies Ltd.,5323 Headland Dr,West Vancouver,BC,V7W 3C6,Canada,https://frommfamily.com/r/9663,,,,https://facebook.com/frommfamily,https://instagram.com/frommfamily,,,https://twitter.com/frommfamily,
Wag Zone Urban Dog Retreat,309 Mansfield Pl,North Vancouver,BC,,Canada,http://ca.dogboarding.com/britishcolumbia-north_vancouver/wag_zone_urban_dog_retreat,,,,,,,,,
Wags Pet Salon,430 8 Ave SE,High River,AB,T1V 1J3,Canada,,,,,,,,,,
Wei With Tails,5717 Kerr St,Vancouver,BC,V5R 4B8,Canada,https://www.weiwithtails.com/,BCsandy@weiwithtails.com,,from website,http://facebook.com/weiwithtails,http://instagram.com/weiwithtails,,,,
Western Animal Clinic,455 Wharncliffe Rd S,London,ON,N6J 2M8,Canada,https://neighbourhoodpetclinic.com/neighbourhood-pet-clinic-north-london-london-on/,parkranger@mynpc.ca,,from website,https://www.facebook.com/neighbourhoodpetclinic,https://www.instagram.com/npc_london/,,,,
Whisker's Urban Ranch,2021 Douglas St,Victoria,BC,V8T 4K9,Canada,,,,,,,,,,
Whiskers Pet Store,128 Lower Ganges Rd,Saltspring Island,BC,V8K 2S8,Canada,http://whiskerspetstore.com/,,,,https://www.facebook.com/whiskerspetstore/,https://www.instagram.com/whiskerspetstore/,,,,
Whole Foods - West Vancouver,925 Main St,West Vancouver,BC,V7T 2Z3,Canada,https://www.wholefoodsmarket.com/stores/westvancouver,,,,https://www.facebook.com/wholefoodsmarket,https://www.instagram.com/wholefoods/,https://www.tiktok.com/@wholefoodsmarket/,,https://x.com/wholefoods/,
Whole Foods Market - Burnaby,4420 Lougheed Hwy,Burnaby,BC,V5C 3Z3,Canada,https://www.wholefoodsmarket.com/stores/northburnaby,,,,https://www.facebook.com/wholefoodsmarket,https://www.instagram.com/wholefoods/,https://www.tiktok.com/@wholefoodsmarket/,,https://x.com/wholefoods/,
Whole Foods Market - Cambie,510 W 8th Ave,Vancouver,BC,V5Z 1C5,Canada,https://www.wholefoodsmarket.com/stores/cambie,,,,https://www.facebook.com/wholefoodsmarket,https://www.instagram.com/wholefoods/,https://www.tiktok.com/@wholefoodsmarket/,,https://x.com/wholefoods/,
Wholistic Dog,3506 Tudor Gln,St Albert,AB,T8N 3V3,Canada,https://www.naturespremium.com/distributors/wholistic-dog/,,,,,,,,,
Wild At Heart,12147 Rothsay St,Maple Ridge,BC,V2W 1E2,Canada,https://bcaletrail.ca/welcome-to-the-maple-ridge-ale-trail/,media@bcaletrail.ca,ken@bccraftbeer.com,from website,https://www.facebook.com/bcaletrail,https://www.instagram.com/bcaletrail/,https://www.tiktok.com/@thebcaletrail,https://www.youtube.com/channel/UCKTgNmr7K3nhVoz-E2wj9wQ,,
Willow Wind,2714 Sooke Rd,Victoria,BC,V9B 1Y7,Canada,https://www.nexdu.com/ca/victoria-bc/business/willow-wind-feed-amp-pet-food-49119,,,,https://www.facebook.com/NexduCa,,,,https://twitter.com/NexduCa,
Woof Dog Shoppe - Crosstown,86 Keefer Pl,Vancouver,BC,V6B 0C9,Canada,https://woofdogshoppe.com/,woof@woofdogshoppe.com,,from website,https://www.facebook.com/woofdogshoppe/,https://www.instagram.com/woofdogshoppe/,,,https://twitter.com/woofdogshoppe,
Woof Dog Shoppe - Kits,1905 W 1st Ave,Vancouver,BC,V6J 1G7,Canada,https://woofdogshoppe.com/,woof@woofdogshoppe.com,,from website,https://www.facebook.com/woofdogshoppe/,https://www.instagram.com/woofdogshoppe/,,,https://twitter.com/woofdogshoppe,
Woofgang Pet Supplies Inc,3356 Cambie St,Vancouver,BC,V5Z 2W5,Canada,https://www.vancouver-local.ca/l/bc/pet-supply-store,,,,,,,,,
Woofy's Pet Food Ltd - Campbell River,2055 Island Hwy S,Nanaimo District,BC,V9X,Canada,,,,,,,,,,
Woofy's Pet Food Ltd - Comox,1760 Comox Ave,Comox,BC,V9M,Canada,https://www.shopping-canada.com/shopping-malls-centers/british-columbia/comox/comox-centre-mall,,,,,,,,,
Woofy's Pet Food Ltd - Ryan Rd,795 Ryan Rd,Courtenay,BC,V9N 3R6,Canada,https://comoxvalley.tel/dt_listing/woofys-pet-foods-3/,admin@comoxvalley.tel,,from website,,,,,http://twitter.com/intent/tweet?text=Currently reading Woofy’s Pet Foods&url=https://comoxvalley.tel/dt_listing/woofys-pet-foods-3/,
Woofy's Pet Foods Ltd - Cliffe Ave,2400 Cliffe Ave,Courtenay,BC,V9N 2L6,Canada,https://frommfamily.com/r/9305,,,,https://facebook.com/frommfamily,https://instagram.com/frommfamily,,,https://twitter.com/frommfamily,
Worlds Exotic Pets,2244 Sooke Rd,Victoria,BC,V9B 1X1,Canada,https://victoria-1.canadianorglist.com/company/world-039-s-exotic-pets/,,,,,,,,,
Paw Street Market - Langley,22259 48 Ave,Langley,BC,V3A 8T1,Canada,https://www.pawstreetmarket.com/,,,,https://www.facebook.com/PawStreetMarket/,https://www.instagram.com/pawstreetmarket/,,https://www.youtube.com/channel/UCOOxnjsPf4oZmlvsiX8apBA,,
Paw Street Market - Vernon,V1T 9H6,Vernon,BC,,Canada,https://www.pawstreetmarket.com/service/,,,,https://www.facebook.com/PawStreetMarket/,https://www.instagram.com/pawstreetmarket/,,https://www.youtube.com/channel/UCOOxnjsPf4oZmlvsiX8apBA,,
Paw Street Market - North Vancouver,2601 Westview Dr,North Vancouver,BC,V7N 3X3,Canada,https://www.pawstreetmarket.com/,,,,https://www.facebook.com/PawStreetMarket/,https://www.instagram.com/pawstreetmarket/,,https://www.youtube.com/channel/UCOOxnjsPf4oZmlvsiX8apBA,,
Pet Pantry,111 1505 Main St,Penticton,BC,,Canada,https://www.petpantrypenticton.com/,,,,,,,,,
Zoofood Inc.,9420 Sikanni Rd,Fort St John,BC,V1J 6X3,Canada,https://www.zoofood.ca/,Phone250-785-0615Emailzoofood@prbp.ca,,from website,https://www.facebook.com/FSJPetFood,,,,,
